Docket Number,Violation Number,Issued Date,Issuing Department,Last Hearing Date,Property Address,Violation Type,Entity or Person(s),Disposition Description,Total Fines,Total Administrative Costs,Interest Amount,Collection Costs or Attorney Fees,Court Cost,Original Total Amount Due,Total Paid,Current Amount Due,X Coordinate,Y Coordinate
11CP009747,P002148896|P002148897|P002148898|P002148899,02/08/2011,POLICE,04/01/2011 2:00:00 AM,9418 S RACINE,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required,"JPMC SPECIALITY MORT, ",City non-suit,0,0,0,0,0,0,0,0,41.72253115,-87.65325295
11CP009748,P002148890|P002148891|P002148892|P002148893|P002148894|P002148895,02/03/2011,POLICE,04/01/2011 2:00:00 AM,721 S KEDZIE,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"WELLS FARGO BANK NA, ",City non-suit,0,0,0,0,0,0,0,0,41.8554351,-87.7053586
11CP009750,P002148880|P002148881|P002148882|P002148883,02/08/2011,POLICE,04/01/2011 2:00:00 AM,560 N LAVERGNE,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required,"CITI MORTGAGE INC, ",City non-suit,0,0,0,0,0,0,0,0,41.89104129,-87.75067538
11CP009752,P002320251|P002320252|P002320253|P002320254|P002320255|P002320256|P002320257|P002320258|P002320259|P002320260,02/21/2011,POLICE,05/06/2011 1:00:00 AM,1812 S ST LOUIS,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"BAYVIEW LOAN SERVICING, ",City non-suit,0,0,0,0,0,0,0,0,41.8566959,-87.71300436
11CP009887,P002146659|P002146660,03/01/2011,POLICE,04/01/2011 1:00:00 AM,3852 W ARTHINGTON,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"HSBC MORTGAGE AND SERV INC, ",City non-suit,0,0,0,0,0,0,0,0,41.8700505,-87.7223642
11CP009888,P002146657|P002146658,03/01/2011,POLICE,04/01/2011 1:00:00 AM,4218 W ADAMS,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"GMAC MORTGAGE CORP, ",Default - Liable by prove-up,1300,0,427.81,377.88,0,2145.69,1213.41,0,41.8781448,-87.731292
11CP009889,P002146448|P002146449,03/01/2011,POLICE,04/01/2011 1:00:00 AM,741 N HARDING,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"DEUTSCHE BANK NATL TRUST CO, ",City non-suit,0,0,0,0,0,0,0,0,41.89430264,-87.72471813
11CP009890,P002146446|P002146447,03/01/2011,POLICE,04/01/2011 1:00:00 AM,917 N DRAKE,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"AURORA LOAN SERVICES LLC, ",City non-suit,0,0,0,0,0,0,0,0,41.89767749,-87.71505654
11CP009901,P002146661|P002146662,03/01/2011,POLICE,04/01/2011 1:00:00 AM,4240 W ADAMS,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"U S BANK NA, ",City non-suit,0,0,0,0,0,0,0,0,41.87814065,-87.73209904
11CP010715,P002089411|P002089412|P002089413|P002089414|P002089415|P002089416,02/21/2011,POLICE,05/06/2011 9:00:00 AM,6621 S WINCHESTER,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"OAK FINANCIAL INC, ",City Non suit - Motion to set-aside default - Granted,0,0,0,0,0,0,0,0,41.7735497,-87.67243414
11CP010715,P002089411|P002089412|P002089413|P002089414|P002089415|P002089416,02/21/2011,POLICE,05/06/2011 9:00:00 AM,6621 S WNCHESTER,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"OAK FINANCIAL INC, ",City Non suit - Motion to set-aside default - Granted,0,0,0,0,0,0,0,0,41.7735497,-87.67243414
11CP010716,P002089405|P002089406|P002089407|P002089408|P002089409|P002089410,02/21/2011,POLICE,04/01/2011 9:00:00 AM,2022 W 68,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"SMITH ROTHCHILD FINANCIAL, ",Default - Liable by prove-up,4300,0,3815.04,1223.88,0,9378.92,0,9280.47,41.88702885,-87.62544151
11CP010716,P002089405|P002089406|P002089407|P002089408|P002089409|P002089410,02/21/2011,POLICE,04/01/2011 9:00:00 AM,2022 W 68TH,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"SMITH ROTHCHILD FINANCIAL, ",Default - Liable by prove-up,4300,0,3815.04,1223.88,0,9378.92,0,9280.47,41.76951555,-87.67464253
11CP010717,P002089429|P002089430|P002089431|P002089432|P002089433|P002089434,02/21/2011,POLICE,04/01/2011 9:00:00 AM,6754 S HONORE,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"NATIONAL ASSET MANAGEMENT GROUP LLC, ",City non-suit,0,0,0,0,0,0,0,0,41.7710229,-87.67016568
11CP010723,P002089387|P002089388|P002089389|P002089390|P002089391|P002089392,02/14/2011,POLICE,04/01/2011 9:00:00 AM,6648 S LOWE,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"MERRILL LYNCH MORTGAGE INC, ",City non-suit,0,0,0,0,0,0,0,0,41.772861,-87.640795
11CP010725,P002089183|P002089183|P002089183|P002089184|P002089184|P002089184|P002089185|P002089185|P002089185,02/17/2011,POLICE,04/01/2011 9:00:00 AM,5706 S MARSHFIELD,13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"ONE WEST BANK, ",City non-suit,0,0,0,0,0,0,0,0,41.7901093,-87.66594687
11CP010726,P002089186|P002089187|P002089188|P002089189|P002089190|P002089191,02/17/2011,POLICE,04/01/2011 9:00:00 AM,1456 W 61ST,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"HOUSING AND URBAN DEVELOP, ",City non-suit,0,0,0,0,0,0,87.81,-87.81,41.78333405,-87.66171123
11CP010845,P002089671|P002089672|P002089673|P002089674|P002089675|P002094101,02/14/2011,POLICE,04/01/2011 9:00:00 AM,5916 S MAY,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"GREEN POINT MORTGAGE FUNDING INC, ",City non-suit,0,0,0,0,0,0,0,0,41.78613998,-87.65356681
11CP012086,P002094616|P002094617|P002094618|P002094619|P002094620|P002094621,03/08/2011,POLICE,05/06/2011 9:00:00 AM,5714 S MARSHFIELD,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"REO PARTNERS LLC, ",Default - Liable by prove-up,4300,0,3749.76,1223.88,0,9313.64,0,9215.19,41.830017,-87.666718
11CP012087,P002094178|P002094179|P002094180|P002094181|P002094182|P002094183,03/08/2011,POLICE,05/06/2011 9:00:00 AM,5916 S MAY,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"GREEN POINT MORTGAGE FUNDING INC, ",City non-suit,0,0,0,0,0,0,0,0,41.78613998,-87.65356681
11CP012096,P002094369|P002094371|P002094373,03/14/2011,POLICE,05/06/2011 9:00:00 AM,6828 S RACINE,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.,"QUANTUM SERVICING CORPORATION, ",City non-suit,1300,0,85.44,377.88,26.09,1829.41,670,0,41.76963475,-87.65446577
11CP012096,P002094370|P002094372|P002094374,03/14/2011,POLICE,05/06/2011 9:00:00 AM,6828 S RACINE,13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"QUANTUM SERVICING CORPORATION, ",Default - Liable by prove-up,1300,0,85.44,377.88,26.09,1829.41,670,0,41.76963475,-87.65446577
11CP013812,P002094818|P002094818|P002094818|P002094819|P002094819|P002094819|P002094820|P002094820|P002094820,03/19/2011,POLICE,05/06/2011 9:00:00 AM,6136 S WINCHESTER,13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"CITI FINANCIAL SERVICES INC, ",Default - Liable by prove-up,1300,0,388.06,377.88,0,2105.94,700,0,41.9927889,-87.67893154
11CP013820,P002509932|P002509933|P002509936|P002509937,03/21/2011,POLICE,05/06/2011 9:00:00 AM,5121 S UNION,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required,"DEUTSCHE BANK, ",City non-suit,0,0,0,0,0,0,0,0,41.80095175,-87.64258603
11CP013823,P002509689|P002509690|P002509691|P002509692|P002509693|P002509694,03/07/2011,POLICE,05/06/2011 9:00:00 AM,5035 S RACINE,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"WELLS FARGO, ",City non-suit,0,0,0,0,0,0,0,0,41.8022395,-87.65478718
11CP013824,P002509687|P002509688|P002509695|P002509696|P002509697|P002509698,03/07/2011,POLICE,05/06/2011 9:00:00 AM,5341 S LAFLIN,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"JP MOGAN CHASE BANK, ",City non-suit,0,0,0,0,0,0,0,0,41.7964926,-87.66196392
11CP013831,P002509910|P002509911,03/16/2011,POLICE,05/06/2011 9:00:00 AM,2222 W 50TH ST,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"CHASE HOME FINANCE, ",City non-suit,0,0,0,0,0,0,0,0,41.80307079,-87.68119083
11CP013836,P002509918|P002509919|P002509920|P002509921|P002509922|P002509923,03/02/2011,POLICE,06/03/2011 9:00:00 AM,5430 S WINCHESTER,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"NATIONWIDE REO LLC, ",City non-suit,0,0,0,0,0,0,0,0,41.79494587,-87.67322289
11CP013840,P002509942|P002509943,03/22/2011,POLICE,05/06/2011 9:00:00 AM,822 W 50TH ST,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"NATION STAR MORTGAGE LLC, ",City non-suit,0,0,0,0,0,0,0,0,41.80347069,-87.64652188
11CP015631,P002108930|P002108931|P002108932|P002108933|P002108934|P002108935,03/23/2011,POLICE,05/06/2011 9:00:00 AM,6548 S GREEN,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"WELLS FARGO BANK, ",Default - Liable by prove-up,4300,0,44.53,1223.88,0,5608.41,5607.76,0,42.00087285,-87.69636022
11CP015638,P002094902|P002094903|P002094904,03/25/2011,POLICE,06/03/2011 9:00:00 AM,5700 S ABERDEEN,13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"OCWEN BANK, ",City Non suit - Motion to set-aside default - Granted,0,0,0,0,0,0,0,0,41.790438,-87.65263794
11CP015650,P002108936|P002108937|P002108938|P002108939|P002108940|P002108941,03/28/2011,POLICE,05/06/2011 9:00:00 AM,6621 S WINCHESTER,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"OAK FINANCIAL INC, ",City non-suit,0,0,0,0,0,0,0,0,41.7735497,-87.67243414
11CP015651,P002108942|P002108943|P002108944|P002108945|P002108946|P002108947,03/28/2011,POLICE,05/06/2011 9:00:00 AM,6754 S HONORE,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"NATIONAL ASSET MANAGEMENT GROUP LLC, ",Default - Liable by prove-up,4300,0,3749.76,1223.88,0,9313.64,0,9215.19,41.7710229,-87.67016568
11CP015657,P002161313|P002161314,03/15/2011,POLICE,07/01/2011 11:00:00 AM,8543 S ABERDEEN,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"MARQUETTE BANK, ",City Non suit - Motion to set-aside default - Granted,0,0,0,0,0,0,0,0,41.738326,-87.65069467
11CP015659,P002161311|P002161312,03/14/2011,POLICE,05/06/2011 11:00:00 AM,7928 S HERMITAGE,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"INDYMAC FEDERAL BANK, ",City non-suit,0,0,0,0,0,0,0,0,41.74945925,-87.66735205
11CP015666,P002161520|P002161521,03/07/2011,POLICE,08/05/2011 11:00:00 AM,9332 S LASALLE,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"JP MORGAN CHASE, ",City Non suit - Motion to set-aside default - Granted,0,0,0,0,0,0,0,0,41.8813043,-87.6323273
11CP015667,P002161518|P002161519,03/07/2011,POLICE,05/06/2011 11:00:00 AM,8523 S MORGAN,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"U S BANK ASSOCIATION, ",City non-suit,0,0,0,0,0,0,0,0,41.73890315,-87.6482978
11CP015669,P002161516|P002161517,03/07/2011,POLICE,05/06/2011 11:00:00 AM,9205 S STATE,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"BANK UNTIED, ",Default - Liable by prove-up,1300,0,702.78,377.88,26.46,2447.12,2431.33,0,41.72604635,-87.68181773
11CP017418,P002092596|P002092597,04/04/2011,POLICE,05/06/2011 11:00:00 AM,1807 E 93RD,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"H S B C BANK USA NA, ",City non-suit,0,0,0,0,0,0,0,0,41.7258221,-87.57996258
11CP017876,P002092237|P002092240,04/04/2011,POLICE,05/06/2011 11:00:00 AM,2929 E 78TH,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"FEDERAL HOME MORT CORP, ",Default - Liable by prove-up,1300,0,262.7,264.24,0,1866.94,1522.35,-117.25,41.75389486,-87.55371214
11CP017883,P002092244|P002092245,03/06/2011,POLICE,05/06/2011 11:00:00 AM,8212 S MUSKEGON,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"STANDARD BANK AND TRUST CO, ",City non-suit,0,0,0,0,0,0,0,0,41.7459696,-87.55548325
11CP017888,P002146677|P002146678,04/01/2011,POLICE,05/06/2011 1:00:00 AM,3532 W LEXINGTON,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"BANK OF N Y MELLON, ",City non-suit,0,0,0,0,0,0,0,0,41.87186105,-87.71387846
11CP017889,P002146680,04/01/2011,POLICE,05/06/2011 1:00:00 AM,3919 W JACKSON,13-12-140  Watchman required,"DEUTSCHE BANK TRUST NATL CO, ",City non-suit,300,0,0,0,0,340,340,0,41.8774916,-87.6912769
11CP017889,P002146679,04/01/2011,POLICE,05/06/2011 1:00:00 AM,3919 W JACKSON,13-12-125  Duty to secure and maintain vacant building.,"DEUTSCHE BANK TRUST NATL CO, ",Default - Liable by prove-up,300,0,0,0,0,340,340,0,41.8774916,-87.6912769
11CP017901,P002146691|P002146692,04/01/2011,POLICE,05/06/2011 1:00:00 AM,4221 W WILCOX,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"DEUTSCHE BANK, ",City non-suit,0,0,0,0,0,0,0,0,41.87871964,-87.73110904
11CP017930,P002134958,04/08/2011,POLICE,06/03/2011 2:30:00 AM,2902 E 78TH,13-12-125  Duty to secure and maintain vacant building.,"FIRST BANK, ",City non-suit,0,0,0,0,0,0,0,0,41.75272175,-87.55288564
11CP017995,P002094744|P002094745|P002094746|P002094747|P002094748|P002094749,04/07/2011,POLICE,06/03/2011 9:00:00 AM,7351 S MORGAN,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"FEDERAL NATIONAL MORTGAGE, ",City non-suit,0,0,0,0,0,0,0,0,41.7600026,-87.64884909
11CP017997,P002094768|P002094769|P002094770|P002094771|P002094772|P002094773,04/09/2011,POLICE,06/03/2011 9:00:00 AM,6929 S JUSTINE,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"CARRINGTON MORTGAGE, ",City non-suit,0,0,0,0,0,0,0,0,41.76765135,-87.66241457
11CP017998,P002094762|P002094763|P002094764|P002094765|P002094766|P002094767,04/09/2011,POLICE,06/03/2011 9:00:00 AM,1427 W 73RD PLACE,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"HSBC MORTGAGE, ",City non-suit,0,0,0,0,0,0,0,0,41.76022715,-87.65992354
11CP018002,P002109027|P002109028|P002109029|P002109030|P002109031|P002109032,04/11/2011,POLICE,06/03/2011 9:00:00 AM,2022 W 68TH,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"SMITH ROTHCHILD FINANCIAL CO, ",Default - Liable by prove-up,4300,0,3718.73,1223.88,0,9282.61,0,9184.16,41.76951555,-87.67464253
